source_id,priority,channels,n_channels,labels
3550156474373617152,3,baffle,1,
3550177463877426432,3,baffle,1,
3550233642049643776,3,baffle,1,
3550387784132743680,3,baffle,1,
3550609885481291136,3,ossuary,1,rejected
3550624484073516032,3,baffle,1,
3550650017655668480,3,ossuary,1,rejected
3550650086375145600,3,ossuary,1,rejected
3550724848869664384,3,baffle,1,
3551073570151072000,3,baffle,1,
3551083809353119104,3,baffle,1,
3551334807239922176,3,baffle,1,
3551353116685844608,3,baffle,1,
3551641570985110528,3,baffle,1,
3551737262857015808,3,baffle,1,
3551924626509981568,3,baffle,1,
3551994857815463424,3,ossuary,1,rejected
3552079520209468928,3,baffle,1,
3552104740258760960,3,baffle,1,
3552136248138931200,3,ossuary,1,rejected
3552297979427138560,3,baffle,1,
3552345395866059520,3,baffle,1,
3552363778325383936,3,baffle,1,
3552605773963788544,3,baffle,1,
3552746614531192064,3,baffle,1,
3552780351500108672,3,baffle,1,
3553005790037995136,3,ossuary,1,rejected
3553077636250376704,3,baffle,1,
3553080831706045440,3,baffle,1,
3553240741928371072,3,baffle,1,
3553412231381150976,3,baffle,1,
3553730608718027392,3,baffle,1,
3553741328956405632,3,baffle,1,
3553767579796302720,3,baffle,1,
3553794135579229056,3,baffle,1,
3553925978190738304,3,baffle,1,
3553926734104982272,3,baffle,1,
3553998683397072640,3,baffle,1,
3554048882974680320,3,baffle,1,
3554353653853696768,3,baffle,1,
3554637121695213184,3,baffle,1,
3554694124501125376,3,baffle,1,
3554694502458247552,3,baffle,1,
3554747931851474944,3,baffle,1,
3554882067974072192,3,baffle,1,
3554883137421024768,3,baffle,1,
3554977141370958592,3,baffle,1,
3555001468064897280,3,ossuary,1,rejected
3555165123498762112,3,baffle,1,
3555169250963261056,3,ossuary,1,rejected
3555265526950026240,3,ossuary,1,rejected
3555285416946119040,3,baffle,1,
3555351804253434112,3,baffle,1,
3555430591133422720,3,baffle,1,
3555448286397669632,3,baffle,1,
3555502329972053376,3,baffle,1,
3555777246533800448,3,baffle,1,
3556529690444304384,3,baffle,1,
3556583257276347648,3,baffle,1,
3557229563955063680,3,baffle,1,
3557248457515301504,3,baffle,1,
3557635657406878464,3,baffle,1,
3557951805656032128,3,baffle,1,
3558076016110465024,3,baffle,1,
3558078971047964800,3,baffle,1,
3558128272975874432,3,baffle,1,
3558373738946764800,3,baffle,1,
3558373743242067328,3,baffle,1,
3558402261826330368,3,baffle,1,
3558433907145605120,3,baffle,1,
3558433907145959808,3,baffle,1,
3558639756337821312,3,baffle,1,
3558916249152468608,3,baffle,1,
3559332276864162816,3,baffle,1,
3559365704593446400,3,baffle,1,
3559411991456926592,3,baffle,1,
3559510122869741312,3,baffle,1,
3559623540070965760,3,baffle,1,
3559666047363506048,3,baffle,1,
3559908146078963968,3,baffle,1,
3560052594419575424,3,baffle,1,
3560715737371347072,3,baffle,1,
3560840738097581824,3,baffle,1,
3560866164305533312,3,baffle,1,
3561348093995276672,3,baffle,1,
3561354961646258304,3,baffle,1,
3561431347641570432,3,ossuary,1,rejected
3561511573334230912,3,ossuary,1,rejected
3561617027666658944,3,baffle,1,
3561636917659554048,3,baffle,1,
3561669323188688000,3,baffle,1,
3562219594398710400,3,ossuary,1,rejected
3562304291153700480,3,baffle,1,
3562477223716982912,3,ossuary,1,rejected
3562552505903624576,3,baffle,1,
3562601674689148416,3,baffle,1,
3562812815281670784,3,baffle,1,
3562812815281875840,3,baffle,1,
3563237810885422720,3,baffle,1,
3563576735344344064,3,baffle,1,
3563626243431635712,3,baffle,1,
3563693043059521280,3,baffle,1,
3563925963429396608,3,baffle,1,
3564262895024646784,3,ossuary,1,rejected
3564290077872956416,3,baffle,1,
3564688341600432768,3,baffle,1,
3564800216908313856,3,baffle,1,
3565265619563617152,3,baffle,1,
3565340970471035264,3,baffle,1,
3565600072962210176,3,baffle,1,
3565751771207062912,3,baffle,1,
3566080735637816704,3,baffle,1,
3566347916963204992,3,baffle,1,
3566642208122662016,3,baffle,1,
3566787859053366656,3,baffle,1,
3566793631489454336,3,baffle,1,
3566831495921155840,3,baffle,1,
3566840360733608832,3,baffle,1,
3566907671461809792,3,ossuary,1,rejected
3567250787809204096,3,baffle,1,
3567291126141747968,3,baffle,1,
3567421796226517504,3,baffle,1,
3567465226935900160,3,baffle,1,
3567483231438755456,3,ossuary,1,rejected
3567788242836122112,3,ossuary,1,rejected
3567855244325990400,3,baffle,1,
3567910941462154880,3,baffle,1,
3568018831041507584,3,baffle,1,
3568190457934308608,3,baffle,1,
3568256291193055872,3,baffle,1,
3568397440998375296,3,baffle,1,
3568592668735216256,3,baffle,1,
3568638886879345024,3,ossuary,1,rejected
3568896378759494528,3,baffle,1,
3568976299509038080,3,baffle,1,
3569126966962330624,3,baffle,1,
3569546739885938432,3,baffle,1,
3569800830151175808,3,ossuary,1,rejected
3569921157954939904,3,baffle,1,
3570111717063915136,3,baffle,1,
3570252209738523392,3,baffle,1,
3570298324802451712,3,baffle,1,
3570738576130819968,3,baffle,1,
3571110039262337152,3,baffle,1,
3571356707825494144,3,baffle,1,
3571365641357537152,3,ossuary,1,rejected
3571511322351037440,3,baffle,1,
3571872413137889152,3,ossuary,1,rejected
3572356954168637568,3,baffle,1,
3572780644102436992,3,baffle,1,
3572838574621248512,3,ossuary,1,rejected
3572844587575507328,3,baffle,1,
3572844587575507584,3,baffle,1,
3573000340269425536,3,baffle,1,
3573177907100800384,3,baffle,1,
3573350466003220352,3,baffle,1,
3573353798897947648,3,baffle,1,
3573515770705010048,3,baffle,1,
3573566863635800832,3,baffle,1,
3573665957121306240,3,baffle,1,
3573993233627309824,3,baffle,1,
3574243200724995328,3,baffle,1,
3574377616021489024,3,baffle,1,
3574377684740966016,3,baffle,1,
3574381842269217152,3,baffle,1,
3574533471795736064,3,baffle,1,
3574538827617804544,3,baffle,1,
3574538831915327104,3,baffle,1,
3574794434008641920,3,baffle,1,
3574818795063012352,3,baffle,1,
3574907305749250432,3,baffle,1,
3575054537227985408,3,ossuary,1,rejected
3575191151547806720,3,baffle,1,
3575633739337749120,3,baffle,1,
3575753616168256768,3,baffle,1,
3575767398720800768,3,baffle,1,
3575832643566496128,3,baffle,1,
3575984380466685312,3,ossuary,1,rejected
3576032449740657024,3,baffle,1,
3576063614023399808,3,ossuary,1,rejected
3576147859808448256,3,baffle,1,
3576153808336659200,3,baffle,1,
3576357905182455296,3,ossuary,1,rejected
3576527436131488896,3,baffle,1,
3576864573884437888,3,baffle,1,
3576899414659196032,3,ossuary,1,rejected
3577000432290032128,3,ossuary,1,rejected
3577077088866220032,3,baffle,1,
3577105259555983872,3,baffle,1,
3577273626569694336,3,baffle,1,
3577315545450525568,3,ossuary,1,rejected
3577563828920083968,3,baffle,1,
3577849186546282880,3,baffle,1,
3577862479469875840,3,baffle,1,
3578165296140218240,3,baffle,1,
3578493912677730048,3,baffle,1,
3578493912678529152,3,baffle,1,
3578912483010465152,3,ossuary,1,rejected
3579266216517142144,3,ossuary,1,rejected
3579628814836168832,3,baffle,1,
3579907506674177280,3,baffle,1,
3579954270278023552,3,ossuary,1,rejected
3580625178529326976,3,baffle,1,
3581035433805612288,3,baffle,1,
3581120680316482176,3,baffle,1,
3581130988238001920,3,baffle,1,
3581232757487244928,3,baffle,1,
3581292685166588672,3,baffle,1,
3581316938846235776,3,baffle,1,
3581318283171675776,3,baffle,1,
3581392912523617024,3,baffle,1,
3581475753852735616,3,baffle,1,
3581581856725370112,3,baffle,1,
3581853642255790336,3,ossuary,1,rejected
3581941946783339264,3,baffle,1,
3582197308358990464,3,ossuary,1,rejected
3582582274868572544,3,baffle,1,
3582641339257543040,3,ossuary,1,rejected
3582895292083669248,3,ossuary,1,rejected
3583542629554590208,3,ossuary,1,rejected
3583654848460150784,3,baffle,1,
3583706491146888832,3,ossuary,1,rejected
3583850217932687488,3,baffle,1,
3583898321566124288,3,ossuary,1,rejected
3583988034843027456,3,baffle,1,
3583998170965853824,3,ossuary,1,rejected
3584121041391180544,3,baffle,1,
3584123961968920960,3,baffle,1,
3584374199647645056,3,baffle,1,
3584379804579863680,3,ossuary,1,rejected
3584445358665209728,3,baffle,1,
3584486354128804480,3,baffle,1,
3584681689242273920,3,baffle,1,
3584784321780087424,3,ossuary,1,rejected
3584836960899231616,3,ossuary,1,rejected
3584948973644977792,3,baffle,1,
3585021850652231936,3,baffle,1,
3585041882379731328,3,baffle,1,
3585147950890333696,3,baffle,1,
3585176503834902016,3,baffle,1,
3585226772132065536,3,baffle,1,
3585286897377689344,3,baffle,1,
3585436744492682368,3,ossuary,1,rejected
3586112222587705728,3,baffle,1,
3586145757692302208,3,baffle,1,
3586294191762862848,3,baffle,1,
3586357963437236864,3,baffle,1,
3586472621884199808,3,baffle,1,
3586494199799811328,3,baffle,1,
3586828932372508672,3,baffle,1,
3586922803176089472,3,baffle,1,
3586939605087183872,3,baffle,1,
3587940263749684608,3,ossuary,1,rejected
3588002489236369024,3,ossuary,1,rejected
3588633677629652352,3,baffle,1,
3588633677629652480,3,baffle,1,
3588687175742267008,3,baffle,1,
3588697071346924544,3,baffle,1,
3588914534131347456,3,baffle,1,
3588936180766441728,3,baffle,1,
3588978580683868416,3,baffle,1,
3589004316127493888,3,baffle,1,
3589047884275658112,3,ossuary,1,rejected
3589252462157671808,3,ossuary,1,rejected
3589380001209827328,3,baffle,1,
3589383746421339136,3,ossuary,1,rejected
3589527752380818048,3,ossuary,1,rejected
3589779811126943744,3,baffle,1,
3590044729004206336,3,baffle,1,
3590393033671346944,3,baffle,1,
3590413993112530944,3,baffle,1,
3590435261790501120,3,baffle,1,
3590705844730096384,3,baffle,1,
3590745113615208320,3,baffle,1,
3591027348802114944,3,baffle,1,
3591114725616681984,3,baffle,1,
3591272952211811456,3,baffle,1,
3591302295428361984,3,baffle,1,
3591400323762007296,3,ossuary,1,rejected
3591415613845518848,3,baffle,1,
3591467737568654208,3,baffle,1,
3591565284865870080,3,ossuary,1,rejected
3591684684956963456,3,ossuary,1,rejected
3591706297232294144,3,baffle,1,
3591925409283562240,3,baffle,1,
3592080852740218112,3,ossuary,1,rejected
3592195373748804736,3,baffle,1,
3592418467233403392,3,baffle,1,
3592769731134725248,3,baffle,1,
3592864289134823808,3,baffle,1,
3593483417260319744,3,baffle,1,
3593610479572825856,3,ossuary,1,rejected
3593711394124389120,3,baffle,1,
3593895562323175296,3,baffle,1,
3594476924799791488,3,baffle,1,
3595397254688022272,3,ossuary,1,rejected
3595430927231437312,3,ossuary,1,rejected
3595703434317212032,3,ossuary,1,rejected
3595724737352993792,3,baffle,1,
3595740641617389952,3,ossuary,1,rejected
3595895024217820544,3,ossuary,1,rejected
3596130933885240064,3,baffle,1,
3596248620285354880,3,baffle,1,
3596248620285355008,3,baffle,1,
3596408113894870912,3,baffle,1,
3596433647476555136,3,baffle,1,
3596780131078310528,3,baffle,1,
3596846376654162432,3,baffle,1,
3597017385071470976,3,ossuary,1,rejected
3597178944562299392,3,baffle,1,
3597388298447628032,3,ossuary,1,rejected
3597687777926938240,3,ossuary,1,rejected
3597825869715766784,3,ossuary,1,rejected
3598021067388978944,3,baffle,1,
3598115865907376640,3,baffle,1,
3598153249302737408,3,ossuary,1,rejected
3598157544270078720,3,ossuary,1,rejected
3598200390863780096,3,ossuary,1,rejected
3598328037292142336,3,baffle,1,
3598329166866416512,3,baffle,1,
3598329171163508992,3,baffle,1,
3598530313071564672,3,ossuary,1,rejected
3598572300671873024,3,ossuary,1,rejected
3598766772494274176,3,ossuary,1,rejected
3598802579638616064,3,baffle,1,
3598892460417328128,3,baffle,1,
3598898374589122432,3,baffle,1,
3599099138540032384,3,baffle,1,
3599253826082161664,3,baffle,1,
3599298936122413184,3,baffle,1,
3599319418823021568,3,baffle,1,
3599341305976068992,3,baffle,1,
3599562544035085312,3,baffle,1,
3599934183260952192,3,ossuary,1,rejected
3599978537387670272,3,baffle,1,
3600199749679723264,3,ossuary,1,rejected
3600351001247296896,3,ossuary,1,rejected
3600569804062160640,3,ossuary,1,rejected
3600916631260733440,3,baffle,1,
3601034416443812224,3,baffle,1,
3602165745189911680,3,baffle,1,
3602248758317183616,3,baffle,1,
3602354345793326336,3,baffle,1,
3602769651950910208,3,baffle,1,
3602908637092012160,3,baffle,1,
3603166266410194048,3,baffle,1,
3603270616935678976,3,baffle,1,
3603643381442386560,3,baffle,1,
3603643381443705088,3,baffle,1,
3603845249200222720,3,ossuary,1,rejected
3603921660962410752,3,baffle,1,
3603982481995233792,3,baffle,1,
3603986502084625920,3,baffle,1,
3604170459830987904,3,baffle,1,
3604170464122903808,3,baffle,1,
3604175102688618240,3,ossuary,1,rejected
3604274432396946432,3,baffle,1,
3604274436692185728,3,baffle,1,
3604328755143029376,3,baffle,1,
3604341433886486400,3,baffle,1,
3604376794352744704,3,baffle,1,
3604414693144184960,3,baffle,1,
3604420117687724160,3,baffle,1,
3604635660621616512,3,ossuary,1,rejected
3604946238296643968,3,baffle,1,
3605028525574636672,3,baffle,1,
3605046981049573760,3,ossuary,1,rejected
3605061377779048448,3,baffle,1,
3605069860339888512,3,baffle,1,
3605073090157100288,3,baffle,1,
3605429091404169472,3,baffle,1,
3605602539363497856,3,baffle,1,
3605664940944146048,3,baffle,1,
3605791483565487744,3,baffle,1,
3605856737003702272,3,baffle,1,
3605983386999422592,3,ossuary,1,rejected
3606017123966575744,3,baffle,1,
3606027706766958336,3,baffle,1,
3606361511626631680,3,baffle,1,
3606604782867769216,3,baffle,1,
3606662369789173504,3,ossuary,1,rejected
3607153301731098112,3,ossuary,1,rejected
3607288640445716992,3,baffle,1,
3607290362727565312,3,ossuary,1,rejected
3607345578826953344,3,ossuary,1,rejected
3607382962222436352,3,ossuary,1,rejected
3607412129344478464,3,baffle,1,
3607416737845150208,3,baffle,1,
3607557166095941248,3,baffle,1,
3607615577651101824,3,ossuary,1,rejected
3607655430652456192,3,baffle,1,
3607655434947634304,3,baffle,1,
3607725941130742528,3,ossuary,1,rejected
3607799294877056384,3,baffle,1,
3607876677302009472,3,baffle,1,
3608046551849420544,3,baffle,1,
3608280369869122688,3,baffle,1,
3608284042065488384,3,baffle,1,
3608341732066204160,3,baffle,1,
3608682859844190592,3,baffle,1,
3608874346666094080,3,ossuary,1,rejected
3608922927040880896,3,baffle,1,
3609013911627855104,3,baffle,1,
3609131941624698496,3,baffle,1,
3609176433189982080,3,baffle,1,
3609785768790628352,3,ossuary,1,rejected
3609791030126196992,3,baffle,1,
3610066522212934144,3,baffle,1,
3610079097877174016,3,baffle,1,
3610193859403101568,3,ossuary,1,rejected
3610260001899157632,3,baffle,1,
3610370610192822784,3,ossuary,1,rejected
3610461354261895808,3,baffle,1,
3610697371304770816,3,baffle,1,
3610725133973389440,3,ossuary,1,rejected
3610812540851849216,3,ossuary,1,rejected
3610989360361297024,3,ossuary,1,rejected
3611104431125184128,3,ossuary,1,rejected
3611170711060454528,3,ossuary,1,rejected
3611513586889710208,3,baffle,1,
3611632437225226368,3,baffle,1,
3611794580830016896,3,baffle,1,
3612030048117007744,3,baffle,1,
3612433843762525952,3,baffle,1,
3612760261276909184,3,baffle,1,
3612791185041463680,3,baffle,1,
3612996858140013568,3,ossuary,1,rejected
3613117190239047424,3,baffle,1,
3613181992705603072,3,ossuary,1,rejected
3613499064371446912,3,baffle,1,
3613501366473896320,3,baffle,1,
3613604686206968064,3,baffle,1,
3613700511222197888,3,baffle,1,
3613893028835696384,3,ossuary,1,rejected
3613899424042766336,3,ossuary,1,rejected
3613935158170603392,3,baffle,1,
3613971751292056064,3,ossuary,1,rejected
3614000613472253568,3,baffle,1,
3614204740385204608,3,baffle,1,
3614247659990982272,3,baffle,1,
3614256662242481408,3,ossuary,1,rejected
3614493710076700544,3,baffle,1,
3614630908512818688,3,baffle,1,
3614692275005468032,3,baffle,1,
3614698597197328512,3,baffle,1,
3614699937227145216,3,ossuary,1,rejected
3614883830547035648,3,baffle,1,
3614914376354330496,3,baffle,1,
3615058584176192512,3,ossuary,1,rejected
3615065456123907456,3,ossuary,1,rejected
3615202551479992576,3,ossuary,1,rejected
3615264124131292416,3,ossuary,1,rejected
3615355349236406784,3,baffle,1,
3615393179308388736,3,baffle,1,
3615537902526483456,3,ossuary,1,rejected
3615575354641355776,3,baffle,1,
3615628509156583680,3,baffle,1,
3615652389175055616,3,baffle,1,
3615871020189864832,3,baffle,1,
3615942900762562560,3,baffle,1,
3615945752620852992,3,ossuary,1,rejected
3616108514701668096,3,baffle,1,
3616216816596857984,3,ossuary,1,rejected
3616235164697171584,3,baffle,1,
3616377036057144576,3,ossuary,1,rejected
3616400984794533760,3,ossuary,1,rejected
3616415239790343936,3,baffle,1,
3616747498461038592,3,baffle,1,
3616756294553180160,3,baffle,1,
3616756294553180288,3,baffle,1,
3616860477575903616,3,ossuary,1,rejected
3616891607498760960,3,baffle,1,
3617068147834493824,3,ossuary,1,rejected
3617228053761024128,3,baffle,1,
3617344262692221952,3,baffle,1,
3617549527769041024,3,baffle,1,
3617671676638883456,3,baffle,1,
3617688959587291264,3,baffle,1,
3617752314648985984,3,ossuary,1,rejected
3618013006279764352,3,baffle,1,
3618091518282015616,3,baffle,1,
3618249126401907200,3,ossuary,1,rejected
3618607189235356160,3,baffle,1,
3618610109813397376,3,baffle,1,
3618810628950468736,3,baffle,1,
3618910139048607616,3,baffle,1,
3619125059212115840,3,baffle,1,
3619212745264219136,3,baffle,1,
3619253457259181184,3,baffle,1,
3619373583199576448,3,baffle,1,
3619378801584310144,3,baffle,1,
3619432303992472960,3,baffle,1,
3619450166760702720,3,baffle,1,
3619637397270751104,3,ossuary,1,rejected
3619817785897301888,3,baffle,1,
3620233263853768064,3,ossuary,1,rejected
3620325206217720320,3,baffle,1,
3620347887940757504,3,baffle,1,
3620485219520139392,3,baffle,1,
3620901560764297088,3,baffle,1,
3621031367560958848,3,ossuary,1,rejected
3621080025246114432,3,baffle,1,
3621107066360111104,3,baffle,1,
3621120947694428672,3,baffle,1,
3621144037438622848,3,ossuary,1,rejected
3621242306290399360,3,ossuary,1,rejected
3621365073635661824,3,ossuary,1,rejected
3621378748811544320,3,baffle,1,
3621408225171691776,3,baffle,1,
3621540651897853824,3,baffle,1,
3621580096878355456,3,baffle,1,
3621591298153061504,3,baffle,1,
3621610230368836608,3,baffle,1,
3621648781995349120,3,ossuary,1,rejected
3621672215336797568,3,ossuary,1,rejected
3621683588410210176,3,baffle,1,
3621683652834956544,3,baffle,1,
3621804569049112448,3,baffle,1,
3621863564719814144,3,baffle,1,
3622064569189431424,3,baffle,1,
3622114214716281216,3,baffle,1,
3622182010775121664,3,ossuary,1,rejected
3622236367881226752,3,baffle,1,
3622236367881511168,3,baffle,1,
3622516193590395008,3,ossuary,1,rejected
3622541100105376512,3,baffle,1,
3622613775247366912,3,baffle,1,
3622621196950913408,3,baffle,1,
3622836357632532864,3,ossuary,1,rejected
3622837865165696000,3,baffle,1,
3623158926856613376,3,baffle,1,
3623244963641451136,3,ossuary,1,rejected
3623473833857839872,3,baffle,1,
3623473833858456448,3,baffle,1,
3623497331624720256,3,baffle,1,
3623554270005912064,3,ossuary,1,rejected
3623570414787552384,3,baffle,1,
3623735689423720960,3,baffle,1,
3624099554758462208,3,baffle,1,
3624099559053770240,3,baffle,1,
3624259568060425728,3,baffle,1,
3624259568060586496,3,baffle,1,
3624291801790163712,3,ossuary,1,rejected
3624324507965676288,3,baffle,1,
3624367977330090112,3,baffle,1,
3624713464499134592,3,ossuary,1,rejected
3624806063994099328,3,baffle,1,
3624822453589305216,3,ossuary,1,rejected
3625221434575447296,3,baffle,1,
3625396261220066560,3,ossuary,1,rejected
3625458486706437760,3,baffle,1,
3625533214841383424,3,baffle,1,
3625566857321102848,3,ossuary,1,rejected
3625573690615054592,3,baffle,1,
3625573694909080192,3,baffle,1,
3625968213424165120,3,baffle,1,
3625992432744665600,3,baffle,1,
3626275389486093696,3,ossuary,1,rejected
3626292809873511296,3,ossuary,1,rejected
3626317548885023232,3,baffle,1,
3627008591943149056,3,ossuary,1,rejected
3627046112777335168,3,baffle,1,
3627081572027344640,3,baffle,1,
3627225264453288064,3,baffle,1,
3627239351946033920,3,baffle,1,
3627609715565828992,3,baffle,1,
3627689327078862592,3,baffle,1,
3627950873408161536,3,baffle,1,
3627984442872567296,3,ossuary,1,rejected
3628373257670916480,3,baffle,1,
3629086909437698560,3,baffle,1,
3629149719039386624,3,ossuary,1,rejected
3629180814601911680,3,baffle,1,
3629262762578696960,3,baffle,1,
3629456482783640832,3,ossuary,1,rejected
3629759222143326208,3,ossuary,1,rejected
3629963838680304256,3,ossuary,1,rejected
3630092241022731136,3,baffle,1,
3630158757180715520,3,ossuary,1,rejected
3630217963305174912,3,ossuary,1,rejected
3630765794973759104,3,ossuary,1,rejected
3630909380024613632,3,baffle,1,
3631095201785529856,3,baffle,1,
3631095201785529984,3,baffle,1,
3631278476629895936,3,baffle,1,
3631485700212101248,3,ossuary,1,rejected
3631489647286686592,3,baffle,1,
3631503910873407744,3,baffle,1,
3631717181769411840,3,ossuary,1,rejected
3631855887737594496,3,baffle,1,
3632284594193040768,3,baffle,1,
3632297139793343872,3,baffle,1,
3632338749436595712,3,baffle,1,
3632477562779534208,3,ossuary,1,rejected
3632670866372111616,3,baffle,1,
3632681861488395392,3,ossuary,1,rejected
3632765840984569600,3,ossuary,1,rejected
3632954063630980352,3,baffle,1,
3633487258051161984,3,baffle,1,
3633739385515763328,3,baffle,1,
3633886552570840192,3,baffle,1,
3633926753464638592,3,baffle,1,
3634156551394857216,3,baffle,1,
3634244851626674048,3,baffle,1,
3634257736528561152,3,ossuary,1,rejected
3634626210363461376,3,ossuary,1,rejected
3634700294254651136,3,baffle,1,
3634783204303269632,3,baffle,1,
3634906865001540096,3,baffle,1,
3635042134995772928,3,baffle,1,
3635193837536408448,3,ossuary,1,rejected
3635208779726904448,3,baffle,1,
3635261247047505920,3,baffle,1,
3635292827942765824,3,ossuary,1,rejected
3635302654827884800,3,ossuary,1,rejected
3636017195651364608,3,baffle,1,
3636235762242720256,3,baffle,1,
3636389590791342464,3,baffle,1,
3636428142417845504,3,baffle,1,
3636810085269519872,3,baffle,1,
3636858773018816512,3,baffle,1,
3637314726746834048,3,baffle,1,
3637535934742599296,3,baffle,1,
3637980103080627328,3,baffle,1,
3638125547852938112,3,baffle,1,
3638127643796977664,3,baffle,1,
3638332874514183040,3,baffle,1,
3638377159921636608,3,baffle,1,
3638479075201408640,3,baffle,1,
3638678567842035200,3,baffle,1,
3638820129964085760,3,baffle,1,
3638842841751034368,3,ossuary,1,rejected
3639392936866985088,3,baffle,1,
3639548487698050432,3,ossuary,1,rejected
3639549346691512320,3,baffle,1,
3639667956508425600,3,baffle,1,
3639673316627564800,3,baffle,1,
3639808071226399232,3,baffle,1,
3639860371043249536,3,ossuary,1,rejected
3639907031567941760,3,baffle,1,
3639926268725572352,3,baffle,1,
3639929189303336064,3,baffle,1,
3639958841757537408,3,baffle,1,
3639992376862819328,3,ossuary,1,rejected
3639995301735040384,3,baffle,1,
3640067732064281344,3,ossuary,1,rejected
3640189636123183488,3,baffle,1,
3640227779725672192,3,baffle,1,
3640242657492391040,3,ossuary,1,rejected
3640322337725505664,3,ossuary,1,rejected
3640592027312090624,3,ossuary,1,rejected
3640620060563445888,3,ossuary,1,rejected
3640988332534502784,3,baffle,1,
3641046052599345664,3,baffle,1,
3641347426161058560,3,ossuary,1,rejected
3641374261116479872,3,ossuary,1,rejected
3641429683374509312,3,baffle,1,
3641517609944172800,3,baffle,1,
3641623811599980928,3,baffle,1,
3641901648739865216,3,baffle,1,
3642169860857543168,3,baffle,1,
3642241981948331520,3,baffle,1,
3642289329667972224,3,ossuary,1,rejected
3642586919361875712,3,baffle,1,
3642610352703514496,3,ossuary,1,rejected
3642632961411582592,3,baffle,1,
3642732840875305600,3,baffle,1,
3642798850227423488,3,baffle,1,
3642800976237112576,3,baffle,1,
3642869940526758400,3,baffle,1,
3642886570640201088,3,baffle,1,
3643046721380750976,3,baffle,1,
3643092969588538368,3,baffle,1,
3643117124484006656,3,baffle,1,
3643265107581993856,3,baffle,1,
3643468830766651520,3,baffle,1,
3643468830766651648,3,baffle,1,
3643501266359571200,3,ossuary,1,rejected
3643515869248433792,3,ossuary,1,rejected
3643547067890937216,3,baffle,1,
3643624927058012800,3,ossuary,1,rejected
3643946534209176960,3,baffle,1,
3644042668461673472,3,baffle,1,
3644075619450759040,3,baffle,1,
3644196398226611584,3,ossuary,1,rejected
3644250308656175744,3,baffle,1,
3644307483260112768,3,baffle,1,
3644363592713389440,3,baffle,1,
3644751170562157440,3,baffle,1,
3644886925888351872,3,baffle,1,
3644886925888352000,3,baffle,1,
3644910977705141248,3,ossuary,1,rejected
3644953240183418752,3,baffle,1,
3644962792190711808,3,baffle,1,
3645160807362316800,3,baffle,1,
3645270380568629632,3,baffle,1,
3645289003546849664,3,baffle,1,
3645336969741565056,3,baffle,1,
3645500487736497408,3,ossuary,1,rejected
3645577590989288320,3,baffle,1,
3645664276314195200,3,baffle,1,
3646056767609172480,3,baffle,1,
3646088795176752640,3,baffle,1,
3646180123361308032,3,baffle,1,
3646262621093101056,3,ossuary,1,rejected
3646308487048620672,3,ossuary,1,rejected
3646329656942045312,3,baffle,1,
3646596559095654784,3,baffle,1,
3646817354774062336,3,baffle,1,
3647159960019687808,3,baffle,1,
3647300388270947712,3,ossuary,1,rejected
3647572203865644032,3,baffle,1,
3647688923897212160,3,baffle,1,
3648241879462268160,3,ossuary,1,rejected
3648420000345862528,3,ossuary,1,rejected
3648446251186056960,3,baffle,1,
3648549983236098432,3,ossuary,1,rejected
3648914677499177472,3,baffle,1,
3648916322471463808,3,baffle,1,
3649007483152551040,3,ossuary,1,rejected
3649219482738202368,3,baffle,1,
3649345411179228160,3,ossuary,1,rejected
3650057654195889152,3,baffle,1,
3650288276760044160,3,baffle,1,
3650309300624381824,3,baffle,1,
3650433373639281920,3,baffle,1,
3650452340215891200,3,baffle,1,
3650718804281798912,3,baffle,1,
3650853734974263296,3,baffle,1,
3650854147291125248,3,baffle,1,
3650917815886441984,3,ossuary,1,rejected
3651036730647074560,3,baffle,1,
3651094390581895936,3,baffle,1,
3651135553548490240,3,ossuary,1,rejected
3651153725554172672,3,baffle,1,
3651253574954381568,3,baffle,1,
3651286770757019392,3,baffle,1,
3651640985299733760,3,baffle,1,
3651748084603501568,3,baffle,1,
3651825119137596032,3,ossuary,1,rejected
3652128992368002304,3,baffle,1,
3652174420237947520,3,baffle,1,
3652680951500888832,3,baffle,1,
3652681600040563968,3,baffle,1,
3652792032239590784,3,baffle,1,
3653194217272509184,3,baffle,1,
3653675150530433408,3,baffle,1,
3653973874095904000,3,baffle,1,
3653993081189617280,3,baffle,1,
3654258613247786368,3,baffle,1,
3654544314472239616,3,ossuary,1,rejected
3654634027749169152,3,ossuary,1,rejected
3655058675460343552,3,baffle,1,
3655090874830579072,3,baffle,1,
3655303011855355136,3,baffle,1,
3655485423410898944,3,baffle,1,
3655492127855307136,3,baffle,1,
3655560125777455104,3,baffle,1,
3655578439518019968,3,ossuary,1,rejected
3655611012549944320,3,ossuary,1,rejected
3656071845360911616,3,baffle,1,
3656099466294861312,3,baffle,1,
3656449488949623424,3,baffle,1,
3656764984363058560,3,baffle,1,
3656871323458467072,3,baffle,1,
3657055976987238528,3,baffle,1,
3657158605230657152,3,baffle,1,
3657293261045294592,3,baffle,1,
3657340991016973184,3,baffle,1,
3657556598375109888,3,baffle,1,
3657653114880309248,3,baffle,1,
3657658406279988992,3,baffle,1,
3657675929746608768,3,baffle,1,
3657824363816318336,3,ossuary,1,rejected
3657923521726077952,3,baffle,1,
3657976886694983296,3,ossuary,1,rejected
3658127652932685696,3,baffle,1,
